#mst	r@30	r@60	Lst	S1GHz,S8GHz,S10GHz@30	S1GHz,S8GHz,S10GHz@60	vel30,60
16.0	245.77	346.89	95544.              11.588              58.342              67.881     13.261              66.580              77.266     631.9695465997725	429.00963391136804
24.0	254.17	352.98	0.14330E+006         18.426              84.028              95.392    19.628              89.044              101.30     420.95546024735125	136.63291166426836
32.0	273.16	367.50	0.22054E+006         29.876              115.75              129.76     29.633              119.22              134.78     108.18323876091338	111.69201573588177
48.0	309.22	348.81	0.43089E+006         44.844              160.96              183.04     43.465              160.72              182.43     63.32110777240244	105.03412127363293
64.0	280.36	294.30	0.68445E+006         45.822              187.38              219.06     43.832              170.01              196.25     50.380500871485864	98.57311886158777
