# m[Msun] r[Rsun] L[Lsun] T[K] Q[/s] Sdd[mJy kpc2]
        0.38104E-001         2.7104              4.6360              5143.1             0.50516E+025        0.58072E-019        0.62035E-020
        0.38866E-001         2.6666              4.8406              5241.5             0.11309E+026        0.13001E-018        0.13301E-019
        0.39643E-001         2.6242              5.0539              5340.9             0.25151E+026        0.28913E-018        0.28332E-019
        0.40445E-001         2.5831              5.2774              5441.8             0.55797E+026        0.64143E-018        0.60191E-019
        0.41255E-001         2.5435              5.5085              5543.2             0.12238E+027        0.14069E-017        0.12648E-018
        0.42080E-001         2.5048              5.7501              5646.1             0.26785E+027        0.30792E-017        0.26520E-018
        0.42922E-001         2.4675              6.0005              5749.5             0.58043E+027        0.66725E-017        0.55069E-018
        0.43777E-001         2.4315              6.2611              5853.8             0.12493E+028        0.14361E-016        0.11359E-017
        0.44644E-001         2.3967              6.5308              5958.7             0.26628E+028        0.30611E-016        0.23212E-017
        0.45537E-001         2.3627              6.8132              6065.2             0.59639E+028        0.68560E-016        0.49834E-017
        0.46448E-001         2.3298              7.1066              6172.7             0.12651E+029        0.14543E-015        0.10135E-016
        0.47369E-001         2.2980              7.4101              6280.5             0.36978E+029        0.42509E-015        0.28409E-016
        0.48316E-001         2.2671              7.7271              6389.7             0.11779E+030        0.13541E-014        0.86786E-016
        0.49283E-001         2.2371              8.0565              6499.9             0.26744E+030        0.30744E-014        0.18898E-015
        0.50260E-001         2.2081              8.3968              6610.5             0.42764E+030        0.49160E-014        0.28994E-015
        0.51265E-001         2.1797              8.7528              6722.8             0.66518E+030        0.76467E-014        0.43265E-015
        0.52291E-001         2.1521              9.1225              6836.0             0.98269E+030        0.11297E-013        0.61326E-015
        0.53325E-001         2.1254              9.5040              6949.6             0.15008E+031        0.17253E-013        0.89902E-015
        0.54392E-001         2.0991              9.9036              7065.4             0.25306E+031        0.29091E-013        0.14547E-014
        0.55479E-001         2.0735              10.319              7182.4             0.49436E+031        0.56830E-013        0.27273E-014
        0.56576E-001         2.0487              10.748              7299.6             0.10462E+032        0.12027E-012        0.55418E-014
        0.57708E-001         2.0242              11.196              7419.0             0.25526E+032        0.29344E-012        0.12980E-013
        0.58862E-001         2.0004              11.662              7539.6             0.46365E+032        0.53300E-012        0.22633E-013
        0.60032E-001         2.0947              11.490              7340.6             0.15000E+032        0.17244E-012        0.74323E-014
        0.61244E-001         2.0758              11.937              7444.6             0.31223E+032        0.35893E-012        0.14891E-013
        0.62470E-001         2.0573              12.399              7549.3             0.53126E+032        0.61073E-012        0.24393E-013
        0.63738E-001         2.0388              12.885              7656.7             0.12709E+033        0.14610E-011        0.56155E-013
        0.65012E-001         2.0212              13.380              7762.8             0.25062E+033        0.28811E-011        0.10664E-012
        0.66323E-001         2.0036              13.898              7871.3             0.85324E+033        0.98086E-011        0.34951E-012
        0.67636E-001         1.9866              14.429              7979.3             0.23059E+034        0.26508E-010        0.90979E-012
        0.68982E-001         1.9699              14.982              8088.9             0.35154E+034        0.40412E-010        0.13358E-011
        0.70326E-001         1.9537              15.545              8197.4             0.14499E+035        0.16667E-009        0.53098E-011
        0.71704E-001         1.9378              16.131              8307.7             0.22888E+035        0.26312E-009        0.80777E-011
        0.73151E-001         1.9217              16.751              8421.3             0.35728E+035        0.41072E-009        0.12143E-010
        0.74634E-001         1.9057              17.398              8537.0             0.53183E+035        0.61138E-009        0.17403E-010
        0.76118E-001         1.8904              18.057              8651.5             0.91574E+035        0.10527E-008        0.28872E-010
        0.77643E-001         1.8753              18.744              8767.9             0.15755E+036        0.18112E-008        0.47853E-010
        0.79171E-001         1.8607              19.447              8883.6             0.26833E+036        0.30846E-008        0.78553E-010
        0.80741E-001         1.8461              20.181              9001.5             0.39784E+036        0.45735E-008        0.11223E-009
        0.82315E-001         1.8321              20.931              9118.9             0.56296E+036        0.64716E-008        0.15312E-009
        0.83932E-001         1.8181              21.712              9238.0             0.79485E+036        0.91374E-008        0.20841E-009
        0.85633E-001         1.8039              22.540              9361.4             0.11872E+037        0.13647E-007        0.29985E-009
        0.87376E-001         1.7899              23.401              9486.4             0.18269E+037        0.21001E-007        0.44444E-009
        0.89117E-001         1.7764              24.280              9610.6             0.27196E+037        0.31264E-007        0.63768E-009
        0.90895E-001         1.7631              25.192              9736.1             0.40217E+037        0.46233E-007        0.90885E-009
        0.92663E-001         1.7503              26.120              9860.4             0.58952E+037        0.67769E-007        0.12849E-008
        0.94463E-001         1.7377              27.078              9985.6             0.85857E+037        0.98699E-007        0.18051E-008
        0.96336E-001         1.7251              28.085              10114.             0.12440E+038        0.14301E-006        0.25217E-008
        0.98233E-001         1.7127              29.125              10243.             0.18001E+038        0.20694E-006        0.35187E-008
        0.10020              1.7003              30.214              10375.             0.26228E+038        0.30152E-006        0.49421E-008
        0.10217              1.6882              31.327              10507.             0.38359E+038        0.44097E-006        0.69709E-008
        0.10419              1.6763              32.487              10641.             0.56414E+038        0.64852E-006        0.98859E-008
        0.10621              1.6646              33.672              10774.             0.83022E+038        0.95440E-006        0.14037E-007
        0.10827              1.6532              34.900              10908.             0.12357E+039        0.14206E-005        0.20158E-007
        0.11043              1.6416              36.195              11047.             0.18655E+039        0.21446E-005        0.29342E-007
        0.11262              1.6301              37.532              11187.             0.28106E+039        0.32309E-005        0.42631E-007
        0.11489              1.6187              38.935              11330.             0.42214E+039        0.48528E-005        0.61725E-007
        0.11717              1.6075              40.370              11472.             0.62415E+039        0.71750E-005        0.88017E-007
        0.11951              1.5965              41.866              11617.             0.89207E+039        0.10255E-004        0.12130E-006
        0.12184              1.5857              43.388              11761.             0.12196E+040        0.14020E-004        0.16003E-006
        0.12428              1.5749              44.994              11909.             0.11053E+040        0.12706E-004        0.13985E-006
        0.12675              1.5642              46.653              12058.             0.11713E+040        0.13465E-004        0.14293E-006
        0.12931              1.5535              48.387              12210.             0.15981E+040        0.18371E-004        0.18802E-006
        0.13186              1.5432              50.160              12362.             0.21414E+040        0.24617E-004        0.24304E-006
        0.13447              1.5329              51.992              12515.             0.28591E+040        0.32867E-004        0.31306E-006
        0.13715              1.5227              53.910              12671.             0.37959E+040        0.43637E-004        0.40086E-006
        0.13984              1.5127              55.869              12827.             0.50113E+040        0.57609E-004        0.51065E-006
        0.14258              1.5028              57.895              12984.             0.66111E+040        0.75999E-004        0.65010E-006
        0.14540              1.4930              60.012              13144.             0.92952E+040        0.10685E-003        0.88179E-006
        0.14824              1.4834              62.179              13304.             0.13151E+041        0.15118E-003        0.12041E-005
        0.15113              1.4739              64.423              13466.             0.18678E+041        0.21472E-003        0.16506E-005
        0.15413              1.4644              66.776              13632.             0.26785E+041        0.30791E-003        0.22836E-005
        0.15716              1.4550              69.195              13797.             0.38445E+041        0.44195E-003        0.31631E-005
        0.16029              1.4458              71.716              13966.             0.55559E+041        0.63869E-003        0.44104E-005
        0.16343              1.4368              74.296              14133.             0.69238E+041        0.79594E-003        0.53055E-005
        0.16667              1.4280              76.984              14304.             0.83297E+041        0.95756E-003        0.61598E-005
        0.16997              1.4195              79.750              14474.             0.10029E+042        0.11529E-002        0.71595E-005
        0.17328              1.4114              82.568              14642.             0.12051E+042        0.13853E-002        0.83088E-005
        0.17675              1.4035              85.522              14813.             0.14527E+042        0.16699E-002        0.96701E-005
