#mst	r@30	r@60	Lst	S1GHz,S8GHz,S10GHz@30	S1GHz,S8GHz,S10GHz@60	vel30,60
12.0	131.73	142.23	22893.              7.5499              23.366              25.708     7.4691              23.063              25.268     51.83885228214589	62.582871523018625
16.0	136.50	135.77	31972.              7.2445              23.966              26.306     6.8005              21.473              23.648     40.18266232005234	71.56825736632297
