#mst	r@30	r@60	Lst	S1GHz,S8GHz,S10GHz@30	S1GHz,S8GHz,S10GHz@60	vel30,60
16.0	255.86	359.94	87349.              22.816              91.706              102.95     23.221              93.921              105.80     265.10135005092366	90.88770733645903
24.0	273.67	329.47	0.12050E+006         32.066              111.28              124.70     31.486              111.37              124.79     99.58757511142656	98.27924393723252
32.0	255.36	265.57	0.18925E+006         31.754              120.17              136.83     30.615              112.86              127.59     54.175926988420784	100.63783918425712
